model,Gsolv,timing
306,-1712.597897,7.88
307,-1710.203441,7.79
308,-1739.5512800000001,7.66
309,-1654.742379,7.96
310,-1617.9722515,8.14
311,-1644.2640085,7.95
312,-1628.4112395000002,7.44
313,-1649.3469765,7.66
314,-1638.0153185,7.66
315,-1648.86651,7.54
316,-1682.7433365,8.02
317,-1686.98877,7.53
318,-1676.6731805000002,7.88
319,-1712.2355779999998,8.1
320,-1712.1856934999998,7.93
321,-1665.2365025000001,7.52
322,-1711.9336455,8.04
323,-1673.2705325,7.59
324,-1702.1274030000002,7.34
325,-1748.8009164999999,7.89
326,-1715.7038635,7.56
327,-1715.695987,7.11
328,-1740.60148,7.57
329,-1694.224648,7.01
330,-1642.943382,7.49
331,-1699.1894685,7.47
332,-1648.0447285,7.28
333,-1658.271051,7.33
334,-1652.2402775,7.13
335,-1625.578325,7.55
336,-1621.1779869999998,7.64
337,-1693.2453365000001,7.9
338,-1609.7701895,7.62
339,-1632.3048560000002,7.3
340,-1651.402743,7.13
341,-1651.3055995,7.01
342,-1668.3818515,7.25
343,-1601.3607129999998,7.34
344,-1645.8393084999998,7.0
345,-1587.2906584999998,7.14
346,-1590.2049635,7.17
347,-1628.419116,7.44
348,-1569.2350950000002,7.08
349,-1606.6720994999998,6.87
350,-1565.6092795,7.02
351,-1632.651422,7.61
352,-1598.782472,7.36
353,-1600.8959995,7.24
354,-1561.825934,6.95
355,-1587.5532085,6.74
356,-1614.482962,7.02
357,-1565.7589329999998,7.23
358,-1593.295177,7.22
359,-1621.8579915,7.22
360,-1667.1662450000001,7.22
361,-1711.2195095000002,7.28
362,-1728.2012435,7.07
363,-1659.4393985000002,7.13
364,-1649.722423,7.11
365,-1664.3070755,7.11
366,-1701.0850795,6.92
367,-1666.8748145,7.13
368,-1694.7760030000002,6.84
369,-1674.9718564999998,6.85
370,-1589.4409429999998,6.97
371,-1649.449371,6.77
372,-1603.403352,7.27
373,-1645.40085,6.93
374,-1598.8717390000002,6.84
375,-1640.533173,7.09
376,-1733.3104664999998,7.23
377,-1661.1564755,6.97
378,-1642.3473935,6.69
379,-1604.941895,6.99
380,-1599.2498110000001,6.79
381,-1581.044594,7.03
382,-1618.767778,7.13
383,-1577.7338385,6.9
384,-1576.3108174999998,7.07
385,-1613.5299055,7.16
386,-1573.3308749999999,6.81
387,-1602.820491,6.94
388,-1552.8703535,6.29
389,-1587.00973,6.51
390,-1586.3717335000001,6.68
391,-1596.5586735,6.63
392,-1603.9520815,6.44
393,-1625.783114,6.42
394,-1606.9635300000002,6.63
395,-1595.1409035000001,6.49
396,-1558.4127839999999,6.71
397,-1563.999848,6.79
398,-1599.680393,6.37
399,-1647.2728315,6.7
400,-1633.5204625000001,6.8
401,-1653.3219835,7.25
402,-1620.6187555,7.23
403,-1668.0641660000001,6.78
404,-1615.107831,6.35
405,-1605.1020505,7.01
406,-1619.4530335,7.2
407,-1619.61844,6.92
408,-1623.320395,7.01
409,-1605.5326325,7.23
410,-1696.3408009999998,6.9
411,-1629.9550335,6.67
412,-1605.8949515,6.8
413,-1670.180319,6.62
414,-1581.7193475,6.28
415,-1605.356724,6.62
416,-1619.308631,6.54
417,-1586.7865625,6.61
418,-1634.1400805,6.38
419,-1570.505837,6.62
420,-1524.78538,7.02
421,-1528.0830079999998,6.74
422,-1578.041022,6.37
423,-1553.214294,6.63
424,-1564.041856,6.66
425,-1551.7571415,6.61
426,-1545.0568655000002,6.6
427,-1542.6991664999998,6.4
428,-1544.487132,6.84
429,-1574.6567525,6.97
430,-1518.0562235,6.87
431,-1558.4521665,6.93
432,-1556.2624994999999,6.68
433,-1573.992501,6.5
434,-1580.7059045,6.58
435,-1615.512158,6.69
436,-1618.7861564999998,6.88
437,-1592.869846,6.75
438,-1599.7617835,6.93
439,-1636.636931,6.81
440,-1628.59765,6.95
441,-1594.8993575000002,7.11
442,-1558.118728,6.98
443,-1590.9584819999998,7.21
444,-1533.3497610000002,7.29
445,-1585.4344299999998,6.92
446,-1653.4742625,6.86
447,-1640.963755,6.61
448,-1599.0660260000002,6.65
449,-1524.3416705,6.84
450,-1566.100248,7.01
451,-1594.4372695,6.99
452,-1559.830554,6.84
453,-1553.902175,6.73
454,-1578.9835765,6.51
455,-1573.6538115,6.91
456,-1535.439659,6.53
457,-1586.4688769999998,7.0
458,-1669.0959874999999,6.51
459,-1589.435692,7.04
460,-1601.0325255,6.79
461,-1555.9421885,6.35
462,-1592.922356,6.59
463,-1572.039129,6.52
464,-1591.908913,6.35
465,-1554.049203,6.46
466,-1617.0113184999998,6.51
467,-1619.0697105,6.83
468,-1676.3003594999998,6.58
469,-1589.2807875,6.81
470,-1603.1854354999998,6.64
471,-1598.330886,7.04
472,-1627.5553264999999,6.47
473,-1645.34834,6.68
474,-1683.0820259999998,6.32
475,-1619.749715,6.41
476,-1624.4519854999999,6.27
477,-1635.5394720000002,6.76
478,-1640.926998,6.71
479,-1589.903031,6.46
480,-1617.239737,6.55
481,-1558.5913180000002,6.68
482,-1585.9464025,6.6
483,-1624.2655750000001,6.61
484,-1607.105307,6.71
485,-1641.2709385,6.61
486,-1619.5948104999998,6.62
487,-1609.415747,6.89
488,-1550.872348,6.96
489,-1518.8911325,6.93
490,-1617.5364185,6.9
491,-1578.629134,7.26
492,-1623.7378495,6.95
493,-1602.358403,7.06
494,-1631.6511065,6.8
495,-1587.9260295000001,6.99
496,-1600.8382385,6.8
497,-1590.1156965,6.81
498,-1650.4733159999998,6.65
499,-1613.674308,6.71
500,-1595.3483179999998,6.62
501,-1620.3509545,6.65
502,-1687.4193520000001,7.01
503,-1676.2872320000001,7.07
504,-1682.199858,6.58
505,-1668.704788,7.02
506,-1691.8013114999999,6.89
507,-1691.5335105000001,6.86
508,-1670.768431,6.94
509,-1680.2438605,6.59
510,-1600.76735,7.12
511,-1580.2385655,7.04
512,-1591.2000280000002,6.78
513,-1597.7559015,7.01
514,-1574.2209195,6.71
515,-1583.276269,6.58
516,-1577.185109,6.64
517,-1599.40209,6.59
518,-1603.2510730000001,6.52
519,-1647.653529,6.53
520,-1628.707921,6.42
521,-1593.935799,6.27
522,-1688.112484,6.64
523,-1596.0887089999999,6.5
524,-1618.7756545,6.58
525,-1588.5088905,6.5
526,-1564.7428645,6.56
527,-1514.750719,6.14
528,-1557.646138,6.52
529,-1554.34851,6.69
530,-1532.7721510000001,6.57
531,-1510.3923889999999,6.51
532,-1564.0812385,6.46
533,-1525.6465440000002,6.39
534,-1509.494468,6.67
535,-1505.3803095,6.78
536,-1515.527867,7.02
537,-1552.6130544999999,7.13
538,-1551.3396870000001,7.01
539,-1554.4088964999999,6.93
540,-1603.5792605,7.31
541,-1549.2392869999999,6.68
542,-1595.3063100000002,6.72
543,-1577.8861175,6.72
544,-1540.6145195,6.8
545,-1548.430633,6.83
546,-1585.95953,6.79
547,-1580.9474505,7.0
548,-1566.6621049999999,6.51
549,-1574.391577,6.65
550,-1596.398518,7.31
551,-1554.4351515,7.02
552,-1599.4545999999998,7.17
553,-1562.729106,7.14
554,-1620.862927,6.83
555,-1616.971936,7.0
556,-1531.8033415,7.05
557,-1568.4185645,6.66
558,-1633.559845,6.91
559,-1553.4059555,7.21
560,-1607.8351960000002,7.12
561,-1606.6773505,6.93
562,-1612.5742235,7.0
563,-1578.881182,6.88
564,-1599.1421655,6.91
565,-1605.986844,7.14
566,-1536.0619025,7.08
567,-1543.6207169999998,7.46
568,-1567.1189419999998,7.71
569,-1522.6088405,6.86
570,-1568.274162,7.32
571,-1565.9821005,7.28
572,-1597.6482560000002,7.44
573,-1698.0657545,7.46
574,-1604.2093805,7.5
575,-1609.7701895,7.45
576,-1670.1356855000001,7.29
577,-1658.7042585,7.12
578,-1616.0582619999998,7.13
579,-1652.9334095000002,7.13
580,-1612.4061915000002,6.68
581,-1644.2718849999999,6.9
582,-1644.2272515,6.72
583,-1597.5091045,6.81
584,-1607.9690965,7.05
585,-1677.6708704999999,7.02
586,-1646.514062,7.2
587,-1589.0654964999999,6.99
588,-1565.884957,7.05
589,-1542.8356925,6.85
590,-1606.2205135000002,6.61
591,-1544.376861,6.99
592,-1612.0701275000001,6.64
593,-1566.3654235000001,6.73
594,-1581.6117020000002,6.76
595,-1554.7712155,6.95
596,-1508.2578575,6.46
597,-1599.6725165,6.73
598,-1528.2799205000001,6.61
599,-1605.7951825,6.84
600,-1592.9722405,6.56
601,-1579.2093695,6.36
602,-1534.772782,6.59
603,-1516.8642465,6.51
604,-1554.1200915000002,6.23
605,-1521.7240470000002,6.53
606,-1583.5965800000001,6.65
607,-1546.177954,6.96
608,-1554.6871995000001,6.23
609,-1581.75873,6.63
610,-1537.077971,6.55
611,-1554.6977015,6.5
612,-1584.694039,6.23
613,-1633.4627014999999,6.33
614,-1622.3830914999999,6.58
615,-1582.210316,6.5
616,-1606.4095495,6.24
617,-1605.5877679999999,6.62
618,-1583.717353,6.75
619,-1596.6846975,6.92
620,-1591.583351,6.85
