model,Gsolv,timing
433,-31.206693,0.05
434,-32.71373,0.08
435,-33.5302605,0.08
436,-31.259203,0.08
437,-32.073108,0.07
438,-32.8843875,0.09
439,-31.175186999999998,0.06
440,-32.6323395,0.08
441,-32.1177415,0.07
442,-31.548008000000003,0.08
443,-31.8709445,0.07
444,-31.5138765,0.07
445,-32.13612,0.08
446,-30.224756,0.06
447,-31.206693,0.08
448,-29.954329500000004,0.08
449,-32.955276000000005,0.06
450,-31.949709499999997,0.07
451,-34.462313,0.09
452,-32.0022195,0.06
453,-32.309402999999996,0.08
454,-31.2408245,0.08
455,-32.705853499999996,0.08
456,-34.640847,0.07
457,-31.4456135,0.06
458,-31.600518,0.07
459,-30.6422105,0.08
460,-32.7373595,0.08
461,-31.726542,0.08
462,-31.868319,0.06
463,-31.891948499999998,0.09
464,-32.256893,0.08
465,-30.3796605,0.07
466,-33.338598999999995,0.08
467,-30.8154935,0.07
468,-31.4771195,0.08
469,-31.9024505,0.06
470,-33.0629215,0.07
471,-33.364854,0.07
472,-31.7974305,0.09
473,-30.6947205,0.07
474,-32.997284,0.08
475,-32.750487,0.06
476,-32.0232235,0.09
477,-33.863699,0.06
478,-31.1042985,0.09
479,-31.2513265,0.07
480,-31.3195895,0.07
481,-30.219504999999998,0.08
482,-31.863068,0.08
483,-30.9152625,0.07
484,-31.645151499999997,0.08
485,-34.2443965,0.06
486,-31.337968,0.07
487,-32.012721500000005,0.07
488,-33.3359735,0.07
489,-30.9782745,0.09
490,-33.593272500000005,0.08
491,-31.364223,0.08
492,-33.328097,0.05
493,-33.39636,0.08
494,-31.7764265,0.08
495,-33.601149,0.07
496,-33.1574395,0.08
497,-32.2752715,0.07
498,-32.5955825,0.06
499,-31.758048000000002,0.1
500,-31.5926415,0.06
501,-32.0232235,0.07
502,-32.0547295,0.07
503,-35.817071,0.07
504,-33.3307225,0.09
505,-32.4117975,0.06
506,-31.920829,0.07
507,-32.4433035,0.05
508,-33.312343999999996,0.08
509,-32.781993,0.06
510,-32.5063155,0.09
511,-31.238199,0.07
512,-32.078359,0.09
513,-32.036350999999996,0.08
514,-32.6008335,0.08
515,-32.0704825,0.06
516,-31.962837,0.07
517,-33.4672485,0.08
518,-31.5768885,0.07
519,-33.23883,0.08
520,-30.9782745,0.06
521,-33.4514955,0.05
522,-30.3429035,0.06
523,-33.39636,0.07
524,-32.768865500000004,0.1
525,-31.0780435,0.08
526,-32.057355,0.08
527,-33.532886,0.07
528,-32.6165865,0.07
529,-32.824000999999996,0.08
530,-31.918203499999997,0.07
531,-31.5191275,0.06
532,-32.755738,0.05
533,-31.899825,0.08
534,-34.373045999999995,0.08
535,-31.889323,0.07
536,-31.6819085,0.08
537,-33.790185,0.08
538,-32.5010645,0.08
539,-31.868319,0.07
540,-31.1042985,0.08
541,-33.4252405,0.07
542,-32.97628,0.09
543,-32.0914865,0.05
544,-31.944458500000003,0.08
545,-33.338598999999995,0.07
546,-31.936581999999998,0.08
547,-31.458741,0.05
548,-31.327466,0.06
549,-32.7321085,0.08
550,-31.269705000000002,0.08
551,-32.007470500000004,0.06
552,-33.55389,0.08
553,-31.327466,0.09
554,-30.6579635,0.06
555,-32.0232235,0.1
556,-32.262144,0.08
557,-32.461682,0.07
558,-31.973339,0.08
559,-32.9001405,0.1
560,-34.4386835,0.08
561,-31.700287,0.08
562,-32.934272,0.06
563,-32.6060845,0.08
564,-30.923139,0.09
565,-32.2122595,0.08
566,-32.304152,0.06
567,-32.718981,0.08
568,-31.1410555,0.05
569,-32.1807535,0.08
570,-32.545698,0.09
571,-33.611650999999995,0.08
572,-32.97628,0.07
573,-32.146622,0.08
574,-32.094112,0.08
