model,Gsolv,timing
676,-3528.787522,33.32
677,-3511.8871785,32.4
678,-3475.6027685,33.48
679,-3393.3957379999997,32.42
680,-3417.6947405,32.9
681,-3465.1769080000004,33.4
682,-3517.2405729999996,32.73
683,-3547.1240139999995,32.86
684,-3534.5898770000003,33.79
685,-3453.6693415,32.8
686,-3419.3908134999997,33.35
687,-3451.545312,33.33
688,-3432.0693530000003,32.97
689,-3472.003208,32.58
690,-3413.1578765,32.33
691,-3419.3278015,32.7
692,-3527.0888234999998,32.64
693,-3489.756839,32.81
694,-3548.6651825,32.23
695,-3493.4036585000003,32.91
696,-3445.9136144999998,33.04
697,-3582.9253320000003,34.71
698,-3591.1772785,34.93
699,-3643.3774694999997,33.84
700,-3644.8241199999998,34.71
701,-3577.522053,33.32
702,-3659.127844,34.04
703,-3579.412413,33.89
704,-3581.801618,33.52
705,-3551.6530015000003,34.2
706,-3646.1946310000003,34.94
707,-3680.5886809999997,35.9
708,-3667.9600259999997,34.62
709,-3566.2822875,34.73
710,-3645.1470565,35.36
711,-3520.7902489999997,34.7
712,-3546.4492605,34.7
713,-3562.8848905000004,35.35
714,-3676.503403,34.67
715,-3629.2312755,34.47
716,-3639.420841,35.56
717,-3601.9707089999997,35.56
718,-3540.5313834999997,34.33
719,-3624.308463,34.54
720,-3594.9002374999995,35.29
721,-3631.1163845,34.96
722,-3502.9972355000004,34.87
723,-3423.3343145,35.12
724,-3569.2911105000003,34.54
725,-3529.5200364999996,35.23
726,-3531.0218225,34.58
727,-3597.3419525,35.18
728,-3505.7015005,35.32
729,-3494.9973370000002,35.91
730,-3591.00137,34.79
731,-3556.223997,34.56
732,-3622.4522344999996,35.59
733,-3563.1264365,35.62
734,-3540.0850485,34.91
735,-3521.1788229999997,34.53
736,-3449.5158005000003,34.22
737,-3489.6596954999995,34.78
738,-3467.0095069999998,34.06
739,-3542.6029029999995,33.28
740,-3551.5689855,33.93
741,-3579.270636,35.51
742,-3500.652664,35.86
743,-3518.0623545,34.91
744,-3516.2980184999997,35.01
745,-3491.0092025,34.67
746,-3614.063762,35.89
747,-3532.5288595,34.26
748,-3490.350202,35.31
749,-3538.391601,34.17
750,-3514.714842,34.56
751,-3496.037035,34.0
752,-3563.6095285,33.95
753,-3525.9283524999996,33.58
754,-3566.7548775,34.1
755,-3526.2250339999996,34.42
756,-3448.321198,33.22
757,-3462.635424,33.36
758,-3451.4376665,33.87
759,-3437.246839,33.74
760,-3463.1158905,33.33
761,-3426.7999745,33.0
762,-3541.7312369999995,33.47
763,-3592.6948174999998,33.14
764,-3574.9306844999996,33.26
765,-3578.6746475,34.7
766,-3564.8645175,33.62
767,-3615.8674805,33.15
768,-3686.0733505,34.69
769,-3553.4882260000004,33.44
770,-3703.0760885000004,33.73
771,-3507.8334065,33.19
772,-3553.010385,33.16
773,-3496.69341,32.79
774,-3547.5703489999996,32.89
775,-3631.2975440000005,32.53
776,-3564.389302,32.83
777,-3525.88897,32.2
778,-3537.1917475,33.12
779,-3564.924904,32.93
780,-3613.2839885000003,33.57
