model,Gsolv,timing
623,-19245.382339,34.18
624,-19273.932026000002,33.9
625,-19113.198916,33.53
626,-19245.86018,34.19
627,-19073.9083085,33.28
628,-19326.67307,32.99
629,-19093.045578,33.3
630,-19260.24792,33.21
631,-19287.889184,33.42
632,-19010.678391999998,33.44
633,-18812.909979,32.9
634,-18970.1800545,32.24
635,-19285.8386685,33.19
636,-19141.144738,34.03
637,-19569.53182,33.7
638,-19100.024157,34.05
639,-19544.909881,33.36
640,-19348.3150665,34.08
641,-19165.561888,33.32
642,-19038.435178,32.46
643,-19089.5510375,32.57
644,-19329.007139499998,32.34
645,-19319.195646,33.22
646,-19207.1891905,34.38
647,-19037.516253,33.52
648,-18976.2344575,33.45
649,-19041.0633035,34.66
650,-18718.691285999997,34.67
651,-19038.437803499997,34.13
652,-18638.8577075,34.22
653,-19071.624123499998,33.14
654,-19374.215624,33.99
655,-19017.397046500002,33.79
656,-19198.154845,34.6
657,-19379.2277035,34.05
658,-19036.534316,34.55
659,-18910.1453715,33.03
660,-19007.233736000002,32.78
661,-19049.766836,33.56
662,-18983.577981000002,33.29
663,-19047.130834,33.85
664,-19089.9028545,33.08
665,-19088.850029,32.93
666,-19357.722233,33.17
667,-19564.312326,32.55
668,-19514.3884435,32.71
669,-19399.856257,33.28
670,-19237.8340265,32.61
671,-19073.317571,33.2
672,-19528.185446,33.53
673,-19526.302962499998,34.29
674,-19724.063499,34.11
675,-19217.373505,33.91
676,-19353.069847,32.63
677,-19299.856213,33.16
678,-19450.250104,33.26
679,-19568.633899,33.2
680,-19842.757103,32.7
681,-19461.319212,32.22
682,-19609.4840535,33.57
683,-19400.853947,33.68
684,-19578.1513365,32.84
685,-19451.762392,33.44
686,-19764.118126999998,33.63
687,-19283.0976465,33.74
688,-19651.2084995,32.99
689,-19420.4743085,32.23
690,-19501.704653,31.87
691,-19304.5269775,32.45
692,-19309.3106385,32.2
693,-19384.717624,33.61
694,-19196.127958999998,32.7
695,-19428.138143,33.31
696,-19286.7785975,33.68
697,-19649.368024,34.11
698,-19417.494366,33.62
699,-19545.7369135,33.64
700,-19413.9525665,33.54
701,-19365.7483865,33.15
702,-19261.114335,33.42
703,-18827.618029999998,33.56
704,-19056.648271500002,34.17
705,-19040.420056000003,33.25
706,-18898.028689,34.14
707,-19198.3097495,34.39
708,-19299.703934,33.31
709,-19258.41007,34.36
710,-19599.929859,34.59
711,-19493.9725555,34.69
712,-19268.8989425,34.43
713,-18868.7044795,34.59
714,-19162.8234915,36.09
715,-18877.699442499998,34.89
716,-19160.2084935,35.36
717,-19269.2927675,34.42
718,-19116.6777035,33.7
719,-18909.410231500002,35.55
720,-19045.74457,35.4
721,-19064.64817,35.29
722,-19137.4926675,34.67
723,-18899.672252,33.41
724,-18940.430514,35.34
725,-19110.917356500002,34.12
726,-18886.5263735,34.26
727,-19267.3498975,34.27
728,-19187.161876500002,34.22
729,-19334.3264025,33.91
730,-19051.733335499997,32.96
731,-18850.3627365,33.12
732,-18839.7189595,33.32
733,-18869.715297,34.35
734,-19173.800707000002,35.32
735,-19030.049331,34.91
736,-18886.3583415,33.46
737,-19157.9033045,34.52
738,-19133.3391265,34.98
739,-19116.0055755,34.71
740,-18953.796934500002,33.81
741,-19014.254323,33.75
742,-19164.390915,33.54
743,-18991.843054999998,33.63
744,-18851.032239,33.31
745,-18766.1892065,34.48
746,-19173.858468,35.69
747,-19218.996064000003,33.51
748,-18964.8555405,34.33
749,-19042.683237,33.68
750,-19071.222422,33.65
751,-19141.924511499998,34.08
752,-19310.3660895,34.78
753,-19241.354821999998,35.38
754,-18961.5999205,33.83
755,-19029.5006015,35.1
756,-18975.1632535,34.76
757,-18989.249061,36.42
758,-18895.258786500002,36.57
759,-19244.363645,35.56
760,-19446.159575,35.52
761,-19330.1833635,35.01
762,-19158.420528000002,35.4
763,-19245.9573235,33.95
764,-19549.8641995,33.56
765,-19510.206022,34.02
766,-19014.3724705,34.26
767,-19366.7040685,33.29
768,-19376.833247500002,35.18
769,-18818.6204415,34.45
770,-19012.9441985,34.12
771,-19034.470673,34.03
772,-18989.0153915,33.51
773,-18967.4390325,34.07
774,-19019.4554385,33.54
775,-18996.2250145,33.74
776,-19155.5823625,33.77
777,-19336.8678865,33.25
778,-19166.0213505,33.13
779,-19283.5072245,33.45
780,-19026.686065500002,33.04
781,-18877.912108,35.01
782,-18839.1571025,33.44
783,-19039.839820499998,33.04
784,-19030.847482999998,34.02
785,-18829.9258445,33.57
786,-19047.855472,32.62
787,-18881.0023215,33.81
788,-18735.615259,33.04
789,-18939.9763025,33.09
790,-18725.467701499998,33.16
791,-18845.9676495,32.67
792,-18839.430154499998,33.2
793,-18947.545619,33.58
794,-18668.2160485,31.84
795,-18731.7531485,31.74
796,-19060.7913105,32.76
797,-18917.284106000003,32.35
798,-19205.674277,33.05
799,-19044.8807805,32.85
800,-18955.9603465,32.03
801,-19105.897400500002,31.98
802,-18637.9492845,32.11
803,-18611.2164435,32.19
804,-19147.209643000002,32.5
805,-19147.792504,33.02
806,-19174.2496675,33.31
807,-19047.025814,33.55
808,-19045.833837,33.25
809,-19028.1195885,32.96
810,-18953.715544,32.96
811,-19133.2078515,32.79
812,-19403.852268,31.42
813,-19195.686875,32.53
814,-19395.8366165,32.54
815,-19054.3903415,33.95
816,-19037.4453645,33.21
817,-19155.2410475,32.72
818,-19115.750902,32.82
819,-19289.0102725,32.94
820,-19565.9217575,33.36
821,-19511.951979499998,33.68
822,-19522.015521,34.13
823,-19147.256902,33.21
824,-18987.799785,32.39
825,-18842.662145,32.03
826,-18877.775582000002,32.72
827,-18895.768133499998,33.56
828,-18815.640499,32.83
829,-18468.751562499998,32.4
830,-18728.0932015,33.51
831,-19129.781574,33.43
832,-18959.061062,33.64
833,-18713.3063855,33.72
834,-19214.123136000002,33.4
835,-18886.872939499997,33.8
836,-19161.140546,33.81
837,-19303.844347500002,34.66
838,-18951.247574,34.72
839,-18537.558041,34.13
840,-18656.997287,33.26
841,-18888.655654000002,32.82
842,-19029.272183,33.43
843,-18760.09017,33.04
844,-18341.974044,31.8
845,-18836.303184,32.11
846,-18631.9421405,32.52
847,-18570.670847,32.51
848,-18054.72334,31.72
849,-18481.844931,32.57
850,-18979.382432,32.14
851,-18648.0889655,32.53
852,-18978.789069,32.57
853,-18808.005545,32.16
854,-18668.1845425,32.59
855,-18667.3653865,32.19
856,-18337.678726000002,32.09
857,-18584.65426,32.93
858,-18612.374289,33.0
859,-18526.798742,32.6
860,-18021.899339,32.05
861,-18818.444532999998,31.65
862,-18644.589174,31.69
863,-18770.2849865,31.35
864,-19041.819447500002,31.59
865,-18834.213286000002,31.41
866,-18906.698089999998,31.49
867,-19234.7201835,31.79
868,-19272.4853755,31.82
869,-19052.8045395,33.35
870,-19182.8613075,34.32
